text_tok	label	rus_entity	textID
mask = данный способ повысит эффективность использования муниципального имущества . кроме того , в случае заключения договора аренды на новый срок , этот порядок прямо предусмотрен федеральным законом о защите конкуренции , - пояснил председатель комитета по управлению муниципальным имуществом мэрии валерий ушков .	1	mask	78
mask = россия многонациональная , многоконфессиональная страна , и религиозные объединения , религиозные организации играют важную роль в укреплении гражданского мира и согласия , - цитирует спикера риа новости .	1	mask	79
mask = безусловно , факт , что ребята , которые вернутся из-за океана и будут выступать в нашей лиге , поднимут уровень чемпионата . тренерский штаб , в свою очередь , плотнее посмотрит на их действия и пообщается с ними , - заключил билялетдинов .	1	mask	80
mask = нам важно сотрудничество с kronospan как одним из глобальных лидеров данной индустрии , поскольку в рамках совместной работы мы добираем компетенции в этом сегменте рынка у ведущей компании отрасли . и соответственно начинаем лучше понимать возможности нашего региона по привлечению инвесторов , связанных с лесопереработкой и сопутствующими ей бизнесами , - прокомментировал подписанное соглашение гендиректор аир ростовской области игорь бураков .	1	mask	81
mask = в последние несколько месяцев акции google очень хорошо торгуются на бирже , а значит инвесторы понимают , насколько устойчиво она зарабатывает деньги , - считает эксперт pivotal research group брайан уизер .	1	mask	82
mask = по данным гидрометеобюро москвы и московской области в городе днем ожидается переменная облачность , местами небольшой дождь . температура составит 12 - 14 градусов цельсия . ветер и дожди локального характера будут способствовать интенсивному рассеиванию вредных примесей в приземном слое атмосферы . в москве прогнозируется пониженный уровень загрязнения воздушного бассейна , - добавил сотрудник пресс-службы ведомства .	1	mask	83
mask = у вас минул год , как вы возглавляете совет федерации . я вас поздравляю , я считаю , что совет федерации за этот год изменился , изменился , безусловно , в лучшую сторону , став более эффективным , более деятельным , став интегральной частью нашего парламента , которая действительно представляет интересы регионов нашей страны , а это , на мой взгляд , очень важно , и в целом , для развития парламентаризма в нашей стране и для того , чтобы между нашим парламентом - между верхней палатой парламента и правительством были конструктивные , деловые отношения , - сказал медведев , открывая встречу с членами совета федерации .	1	mask	84
mask = нам хотелось сделать это в память о люсе . ее имя и образ много значат для меня . она всегда была рядом , даже в самые непростые минуты моей жизни , - отметил киркоров .	1	mask	85
mask = мне очень приятно , что на духовых музыкантов тоже обратили внимание и теперь у них есть шанс быть широко услышанными , особенно это касается молодых исполнителей , - поделился с иа музыка лаврик .	1	mask	86
mask = пока конкурентов у нас нет , есть только один стадион , который будет готов к концу следующего года - это стадион спартак , который можно показать любой комиссии , - заявил прессе владелец футбольного клуба леонид федун .	1	mask	87
mask = арена втб , рассчитанный на 45 тысяч зрителей , начнет строиться в январе 2013 года . как заверил р-спорт председатель совета директоров клуба василий титов , работы по возведению комплекса идут без отставания от графика мы сейчас в стадии создания проектной документации , и определенные работы идут уже на объекте . работы , связанные с выносом сетей , созданием подпорных стенок , котлована . все идет полным ходом , мы полностью в графике , - сообщил собеседник агентства .	1	mask	88
mask = в современном мегаполисе человеку с чистой душой , воспитанному в добропорядочной семье , нелегко найти хороших друзей . еще сложнее отыскать близкого по духу и мировоззрениям любимого человека , с которым захочется пройти через всю жизнь . одна из целей данного мероприятия - помочь таким молодым людям найти друг друга , - отметил координатор проекта константин беремеш .	1	mask	89
