text	label	rus_entity	text_tok	textID
@DuDlik_SPB да странно, например beeline два раза показывает.	0	билайн	да странно , например билайн два раза показывает .	13
Опубликовано фото @ Салон связи Билайн http://t.co/3cLd2tC0Bh	0	билайн	опубликовано фото салон связи билайн	14
@vidoq1 Чтобы мы могли на ситуацию повлиять,нам требуется Ваш номер.Пож-та,отправьте его и ссылку на твит нам на pomogite@beeline.ru.	0	билайн	чтобы мы могли на ситуацию повлиять , нам требуется ваш номер . пож-та , отправьте его и ссылку на твит нам на билайн . ru .	15
@SPotresov @Beeline_RUS На Хайвее, разумеется.	0	билайн	билайн на хайвее , разумеется .	16
Ребятня))У кого БИЛАЙН ДАЙТЕ МНЕ СВОИ НОМЕРА ПЛИИИЗ	0	билайн	ребятня ) ) у кого билайн дайте мне свои номера плиииз	17
ох,Билайн,ты один шлешь мне смс и поздравляешь с праздником. Я буду хранить тебе преданность и любовь вечно. Я твой навеки,свет очей моих	1	билайн	билайн , ты один шлешь мне смс и поздравляешь с праздником . я буду хранить тебе преданность и любовь вечно . я твой навеки , свет очей моих	18
Ктон-нибудь пользуется 3G от билайн?	0	билайн	ктон-нибудь пользуется 3 g от билайн ?	19
http://t.co/c44WTAq7jd безумные дни билайн закончилась? http://t.co/k4gsCNXEbn самопознание учебник 2класса	0	билайн	безумные дни билайн закончилась ? самопознание учебник 2 класса	20
RT @GallandYamilet: http://t.co/uDeLkV4p1E билайн мобильный перевод с телефона на телефон	0	билайн	билайн мобильный перевод с телефона на телефон	21
RT @Anna_Anna29: в билайне как узнать свой номер http://t.co/FpDZtLbdMZ	0	билайн	в билайн как узнать свой номер	22
#stuffing Билайн - унылая хуйня. Я никогда не сомневался.	-1	билайн	билайн - унылая хуйня . я никогда не сомневался .	23
RT @XA33A_HA_MAPCE: ПРОСТО СКРЫТАЯ РЕКЛАМА БИЛАЙНА http://t.co/VNQVNWvw4M	0	билайн	просто скрытая реклама билайн	24
@mkomov Максим, Вашем письмо мы получили. Наши сотрудники свяжутся с Вами завтра и направят запрос инженерам для проверки. #билайн	0	билайн	максим , вашем письмо мы получили . наши сотрудники свяжутся с вами завтра и направят запрос инженерам для проверки . билайн	25
@leon_nikitashin пфф в мтс мудаки не поздравили даже а если поздравят то не от сердца как билайн	1	билайн	пфф в мтс мудаки не поздравили даже а если поздравят то не от сердца как билайн	26
RT @EanBothe: Бизнес-тарифы Beeline для частных абонентов	0	билайн	бизнес-тарифы билайн для частных абонентов	27
@Kazakova_Julia Добрый день!Если у Вас возникают сложности по работе наших услуг,пож-та,напишите нам. Готовы помочь в решении. #билайн	0	билайн	добрый день ! если у вас возникают сложности по работе наших услуг , пож-та , напишите нам . готовы помочь в решении . билайн	28
Забыл пароль от личного кабинета проводного @Beeline_RUS. Сайт восстановить не даёт. Робот в телефоне не знает мой контактный номер. Дебилы.	-1	билайн	забыл пароль от личного кабинета проводного билайн . сайт восстановить не да т . робот в телефоне не знает мой контактный номер . дебилы .	29
RT @_Beeline_kz: CEO Beeline Казахстан Тарас Пархоменко признан лучшим менеджером Казахстана в премии «Люди года» по версии Vlast.kz! http:…	0	билайн	билайн : ceo билайн казахстан тарас пархоменко признан лучшим менеджером казахстана в премии люди года по версии vlast . kz ! http :	30
@okhudyakov Для автоинформирования об изменениях Вы можете подключить подписку на новости на сайте http://t.co/WvRyIfBadz(бесплатно).#билайн	0	билайн	для автоинформирования об изменениях вы можете подключить подписку на новости на сайте билайн	31
Интересно,а Билайн и Киевстар-2 разные компании или одно и тоже?Я считаю,что это одно и тоже,а суппорт (cont) http://t.co/eJENLdCd4S	0	билайн	интересно , а билайн и киевстар-2 разные компании или одно и тоже ? я считаю , что это одно и тоже , а суппорт ( cont )	32
Спасибо, Билайн, я тоже надеюсь, что следующий год будет лучше... http://t.co/cz9REd0Nn3	0	билайн	спасибо , билайн , я тоже надеюсь , что следующий год будет лучше ...	33
@pretty_shame Надеемся,что в устной беседе от 28.12.2013 наш сотрудник предоставил полный ответ  на Ваши вопросы.Приятного общения! #билайн	0	билайн	надеемся , что в устной беседе от 28.12.2013 наш сотрудник предоставил полный ответ на ваши вопросы . приятного общения ! билайн	34
ВымпелКом и Out There Media запускают мобильную рекламу в России: 20 копеек на счет за SMS	0	билайн	билайн и out there media запускают мобильную рекламу в россии : 20 копеек на счет за sms	35
@mr_Vector Добрый день!Для решения Вашего вопроса,пож-та,пришлите нам номер Вашего логина? #билайн	0	билайн	добрый день ! для решения вашего вопроса , пож-та , пришлите нам номер вашего логина ? билайн	36
##билайн мастер http://t.co/CchzBQIpwX	0	билайн	билайн мастер	37
@_Beeline_kz  ДВ, нужна ваша помощь, пож-ста отзовитесь :)) детали отправлены личн.сообщением. Спасибо.	0	билайн	билайн дв , нужна ваша помощь , пож-ста отзовитесь :)) детали отправлены личн . сообщением . спасибо .	38
Слушайте, чем больше пользуюсь #билайн, тем больше хочется перейти на #мегафон с сохранением номера. Такая вот печалька.	1	мегафон	слушайте , чем больше пользуюсь билайн , тем больше хочется перейти на мегафон с сохранением номера . такая вот печалька .	39
@leon_nikitashin пфф в мтс мудаки не поздравили даже а если поздравят то не от сердца как билайн	-1	мтс	пфф в мтс мудаки не поздравили даже а если поздравят то не от сердца как билайн	40
@skrasko Ваше письмо получено,ведется проверка. В ближайшее время с Вами свяжутся для решения. #билайн	0	билайн	ваше письмо получено , ведется проверка . в ближайшее время с вами свяжутся для решения . билайн	41
[02.04.2013] Домашнее Цифровое Телевидение «Билайн» приходит на iPad - Mobiset.ru #чайки	0	билайн	02.04.2013 домашнее цифровое телевидение билайн приходит на ipad - mobiset . ru	42
"""Вымпелком"" в июне начнет продавать корпоративным клиентам в Москве смартфоны iPhone, HTC, Huawei и Alcatel по цене на 40% ниже розничной..."	0	билайн	билайн в июне начнет продавать корпоративным клиентам в москве смартфоны iphone , htc , huawei и alcatel по цене на 40 ниже розничной ...	43
Тупой билайн	-1	билайн	тупой билайн	44
а у меня интернет лох, и его предоставитель лох! И все в Билайне лохи!	-1	билайн	а у меня интернет лох , и его предоставитель лох ! и все в билайн лохи !	45
@irubtsov если проверку уже проводили, то приносим извинения за повторный запрос. #билайн	0	билайн	если проверку уже проводили , то приносим извинения за повторный запрос . билайн	46
RT @stanberry25372: iPhone 5s можно будет купить у Билайна с 25 октября	0	билайн	iphone 5 s можно будет купить у билайн с 25 октября	47
@gornal ограничения касаются только смены тарифа и доступа к ЛК. Повторим, что подкл./откл. услуги можно с помощью спец. команд. #билайн	0	билайн	ограничения касаются только смены тарифа и доступа к лк . повторим , что подкл . откл . услуги можно с помощью спец . команд . билайн	48
И как всегда только бесплатный билайновский вайфай делает этот момент не таким печальным	1	билайн	и как всегда только бесплатный билайн вайфай делает этот момент не таким печальным	49
"Хорошая - я наконец-то купила айфон. Плохая - зашла в билайн за симкой, уже всё выбрала и тариф и номер и продавец говорит ""паспорт""."	-1	билайн	хорошая - я наконец-то купила айфон . плохая - зашла в билайн за симкой , уже вс выбрала и тариф и номер и продавец говорит паспорт .	50
@Beeline_RUS управлять услугами без личного кабинета? :) Ножками в офис? :)	0	билайн	билайн управлять услугами без личного кабинета ? :) ножками в офис ? :)	51
@DimaBeeline @hawaiian_hello диман, нкс баттл продлили до 11го	0	билайн	билайн диман , нкс баттл продлили до 11 го	52
@DYakomina уаххха нее, я про билайн 	0	билайн	уаххха нее , я про билайн	53
http://t.co/p9bdMK1Yet Мегафон бесплатные смс- : Отправить СМС бесплатно на Билайн, Мегафон&amp;#8230;	0	мегафон	мегафон бесплатные смс - : отправить смс бесплатно на билайн , мегафон amp	54
http://t.co/p9bdMK1Yet Мегафон бесплатные смс- : Отправить СМС бесплатно на Билайн, Мегафон&amp;#8230;	0	билайн	мегафон бесплатные смс - : отправить смс бесплатно на билайн , мегафон amp	55
@Beeline_RUS услуга Хайвей действует на всей территории России или только в рамках домашнего региона?	0	билайн	билайн услуга хайвей действует на всей территории россии или только в рамках домашнего региона ?	56
Оплата по билайновкому банкомату http://t.co/vQg9yXrnJD	0	билайн	оплата по билайн банкомату	57
8 лет была абонентом билайна.Вернее терпела их.Вчера терпение лопнуло-сегодня(впервые в жизни)купила симку мегафона.Такие дела	1	мегафон	8 лет была абонентом билайн . вернее терпела их . вчера терпение лопнуло-сегодня ( впервые в жизни ) купила симку мегафон . такие дела	58
8 лет была абонентом билайна.Вернее терпела их.Вчера терпение лопнуло-сегодня(впервые в жизни)купила симку мегафона.Такие дела	-1	билайн	8 лет была абонентом билайн . вернее терпела их . вчера терпение лопнуло-сегодня ( впервые в жизни ) купила симку мегафон . такие дела	59
http://t.co/coad8IsrOr Интернет смс билайн-Бесплатная отправка СМС абонентам Билайн&amp;#8230;	0	билайн	интернет смс билайн -бесплатная отправка смс абонентам билайн amp	60
Слушайте, чем больше пользуюсь #билайн, тем больше хочется перейти на #мегафон с сохранением номера. Такая вот печалька.	-1	билайн	слушайте , чем больше пользуюсь билайн , тем больше хочется перейти на мегафон с сохранением номера . такая вот печалька .	61
@_Beeline_kz Как узнать подключен ли в моем доме Билайн Интернет, через сайт http://t.co/mopgsxB6BI не находит мою улицу	0	билайн	билайн как узнать подключен ли в моем доме билайн интернет , через сайт не находит мою улицу	62
"@mamyraimov  дом будет подключен, в торцовой части Вашей двери будет табличка ""Интернет Дома Beeline"", с контактными номерами для подачи"	0	билайн	дом будет подключен , в торцовой части вашей двери будет табличка интернет дома билайн , с контактными номерами для подачи	63
Димитрова, 43 (Билайн) пн-пт: с 10-00 до 18-00 сб-вс: с 10-00 до 15-00 доставка от 3 до 7 дней.	0	билайн	димитрова , 43 билайн ) пн-пт : с 10-00 до 18-00 сб-вс : с 10-00 до 15-00 доставка от 3 до 7 дней .	64
БИЛАЙН, ОПЕРАТОР СВЯЗИ	0	билайн	билайн , оператор связи	65
Сегодня опять пойду за новым номером. Хочу на Билайн	1	билайн	сегодня опять пойду за новым номером . хочу на билайн	66
Ох все так раскричались про @Beeline_Omsk ,а я уже про них забыла. У них маркетолог из Новатора?	0	билайн	ох все так раскричались про билайн , а я уже про них забыла . у них маркетолог из новатора ?	67
RT @atlonbuyper: Билайн решил меня поздравить с днем рождения на день раньше, быть первым!:D	1	билайн	билайн решил меня поздравить с днем рождения на день раньше , быть первым ! : d	68
@Beeline_RUS пришел ответ, по которому остается только послать вашу пидорскую контору нахуй	-1	билайн	билайн пришел ответ , по которому остается только послать вашу пидорскую контору нахуй	69
Мтс динамит с vk. Ахуенно. Перкхожу на билайн 	1	билайн	мтс динамит с vk . ахуенно . перкхожу на билайн	70
Мтс динамит с vk. Ахуенно. Перкхожу на билайн 	-1	мтс	мтс динамит с vk . ахуенно . перкхожу на билайн	71
@alt_77 @beeline_rus Уже послали!Написали,что ограничений нет и вообще отрубили инет,выдав ошибку 619! С Новым годом,называется!(	-1	билайн	билайн уже послали ! написали , что ограничений нет и вообще отрубили инет , выдав ошибку 619 ! с новым годом , называется ! (	72
"Такая домашняя атмосфера ....преждевременные подарочки ..так приятно ))
И поздравления от Билайна ..как мило )"	1	билайн	такая домашняя атмосфера .... преждевременные подарочки .. так приятно ) ) и поздравления от билайн .. как мило )	73
@bella_bastardo билайн, а что такое?	0	билайн	билайн , а что такое ?	74
Пока что с Новым Годом меня поздравил мой любимый Пони и Билайн :DDDDD	1	билайн	пока что с новым годом меня поздравил мой любимый пони и билайн : ddddd	75
RT @Beeline_RUS: @__JuliaBelieber Здрав-те!Спасибо за проявленное внимание.В Новом году желаю Вам яркого праздника,светлых улыбок,здоровья,…	0	билайн	билайн : здрав-те ! спасибо за проявленное внимание . в новом году желаю вам яркого праздника , светлых улыбок , здоровья ,	76
@mgerasimov Добрый день! Для решения Вашего вопроса,пожалуйста, пришлите нам номер Вашего логина. #билайн	0	билайн	добрый день ! для решения вашего вопроса , пожалуйста , пришлите нам номер вашего логина . билайн	77
Спасибо любимый билайн:DD http://t.co/KCANsEiPsy	1	билайн	спасибо любимый билайн : dd	78
@jetvix Виктор, здравствуйте! Благодарность передадим, спасибо. И Вас с наступающим - всего самого лучшего! #билайн	0	билайн	виктор , здравствуйте ! благодарность передадим , спасибо . и вас с наступающим - всего самого лучшего ! билайн	79
RT @Rischa375: Какую симку лучше купить для интернета? МТС, Билайн или Мегафон? Или вообще ростелеком?) подскажите)))	0	билайн	какую симку лучше купить для интернета ? мтс , билайн или мегафон ? или вообще ростелеком ? ) подскажите ) ) )	80
RT @Rischa375: Какую симку лучше купить для интернета? МТС, Билайн или Мегафон? Или вообще ростелеком?) подскажите)))	0	мтс	какую симку лучше купить для интернета ? мтс , билайн или мегафон ? или вообще ростелеком ? ) подскажите ) ) )	81
RT @Rischa375: Какую симку лучше купить для интернета? МТС, Билайн или Мегафон? Или вообще ростелеком?) подскажите)))	0	мегафон	какую симку лучше купить для интернета ? мтс , билайн или мегафон ? или вообще ростелеком ? ) подскажите ) ) )	82
RT @Rischa375: Какую симку лучше купить для интернета? МТС, Билайн или Мегафон? Или вообще ростелеком?) подскажите)))	0	ростелеком	какую симку лучше купить для интернета ? мтс , билайн или мегафон ? или вообще ростелеком ? ) подскажите ) ) )	83
@Dmmxru #билайн	0	билайн	билайн	84
@Rychenkov_Max Надеемся, что при звонке 26.12 специалист предоставил полную информацию! #билайн	0	билайн	надеемся , что при звонке 26.12 специалист предоставил полную информацию ! билайн	85
"Гендиректор ""Вымпелкома"" объяснил историю с белым Jaguar"	0	билайн	гендиректор билайн объяснил историю с белым jaguar	86
@cafe_cafeteria они наверно стали дочерним от Билайна))	0	билайн	они наверно стали дочерним от билайн ) )	87
RT @cynicaltoilim: По словам одного из партнеров Евросети, с частью своего пакета может расстаться Вымпелком	0	билайн	по словам одного из партнеров евросети , с частью своего пакета может расстаться билайн	88
@notashk Уточните,пож-та, в каком городе возникли сложности по работе интернета?На данный момент ситуация продолжается?#билайн	0	билайн	уточните , пож-та , в каком городе возникли сложности по работе интернета ? на данный момент ситуация билайн	89
Beeline увеличил количество точек с терминалами беспроцентной оплаты http://t.co/Dd2Afj0tZe	0	билайн	билайн увеличил количество точек с терминалами беспроцентной оплаты	90
@Lazekteam Здрав-те!Письмо с данного эл.адреса не поступало.Пож-та,отправьте повторно на pomogite@beeline.ru Ваш номер и ссылку на твит.	0	билайн	здрав-те ! письмо с данного эл . адреса не поступало . пож-та , отправьте повторно на билайн . ru ваш номер и ссылку на твит .	91
Меня любит билайн ^^ http://t.co/HuKmd8Xu7n	1	билайн	меня любит билайн	92
@beellne_uz @Beckoff Вот она правда, а я думал @beeline_uz оф аккаунт, а это ж фейк	0	билайн	вот она правда , а я думал билайн оф аккаунт , а это ж фейк	93
@nett00n Если возникнут вопросы, мы всегда готовы оказать Вам поддержку в их решении. #билайн	0	билайн	если возникнут вопросы , мы всегда готовы оказать вам поддержку в их решении . билайн	94
Чмо ебаное сука. Я хочу чтобы вся компания билайн взлетела блять	-1	билайн	чмо ебаное сука . я хочу чтобы вся компания билайн взлетела блять	95
@Beeline_RUS отправил запрос на pomogite@beeline.ru	0	билайн	билайн отправил запрос на билайн . ru	96
Вслед за Билайном с ГолденТелеком МТС и Комстар объявили о переходе на единый бренд МТС.	0	билайн	вслед за билайн с голдентелеком мтс и комстар объявили о переходе на единый бренд мтс .	97
Вслед за Билайном с ГолденТелеком МТС и Комстар объявили о переходе на единый бренд МТС.	0	мтс	вслед за билайн с голдентелеком мтс и комстар объявили о переходе на единый бренд мтс .	98
Вслед за Билайном с ГолденТелеком МТС и Комстар объявили о переходе на единый бренд МТС.	0	комстар	вслед за билайн с голдентелеком мтс и комстар объявили о переходе на единый бренд мтс .	99
Интересно, а Билайн на суше тупит так же, как и под водой?! (((	-1	билайн	интересно , а билайн на суше тупит так же , как и под водой ?! ( ( (	100
RT @Beeline_RUS: Наши офисы будут открыты для вас в праздничные дни! Вот тут расписание работы наших отделений в новогодние каникулы: http:…	0	билайн	билайн : наши офисы будут открыты для вас в праздничные дни ! вот тут расписание работы наших отделений в новогодние каникулы : http :	101
@cyclone_74, добрый день! Напишите, пожалуйста, подробнее, почему именно такую характеристику вы дали сети? Заранее благодарим. #билайн	0	билайн	добрый день ! напишите , пожалуйста , подробнее , почему именно такую характеристику вы дали сети ? заранее благодарим . билайн	102
@Beeline_RUS да. Никак активировать не надо?	0	билайн	билайн да . никак активировать не надо ?	103
@Altair4713 Илья,здравствуйте!Чтобы произвести проверку скорости, необходим логин. Укажите его, пожалуйста. #билайн	0	билайн	илья , здравствуйте ! чтобы произвести проверку скорости , необходим логин . укажите его , пожалуйста . билайн	104
@GayazovaKamilla Здравствуйте! Напишите, пожалуйста, какой вид интернета Вы используете? #билайн	0	билайн	здравствуйте ! напишите , пожалуйста , какой вид интернета вы используете ? билайн	105
@fvarencov, здравствуйте! Укажите, пожалуйста, Ваш логин, чтобы мы могли проверить причины. #билайн	0	билайн	здравствуйте ! укажите , пожалуйста , ваш логин , чтобы мы могли проверить причины . билайн	106
"RT @qyzudakigele: если в гугле вписать одного из операторов ""билайн/мтс/мегафон"" и затем ""во..."" автодополнение срабатывает абсолютно у все"	0	билайн	если в гугле вписать одного из операторов билайн мегафон и затем во ... автодополнение срабатывает абсолютно у все	107
"RT @qyzudakigele: если в гугле вписать одного из операторов ""билайн/мтс/мегафон"" и затем ""во..."" автодополнение срабатывает абсолютно у все"	0	мегафон	если в гугле вписать одного из операторов билайн мегафон и затем во ... автодополнение срабатывает абсолютно у все	108
@Beeline_RUS Каким образом я могу связаться с техподдержкой в интернете?	0	билайн	билайн каким образом я могу связаться с техподдержкой в интернете ?	109
@mynameislel в билайне до 17 января,потом назад	0	билайн	в билайн до 17 января , потом назад	110
@hansonbcqlur, здравствуйте! Что случилось? #билайн	0	билайн	здравствуйте ! что случилось ? билайн	111
@matrixpsk Здравствуйте!Ваше письмо получено и в ближайшее время с Вами свяжется наш сотрудник для решения вопроса.=&gt;#билайн	0	билайн	здравствуйте ! ваше письмо получено и в ближайшее время с вами свяжется наш сотрудник для решения вопроса . билайн	112
Продавец-консультант услуг Билайн / Action / от 30 000 руб. / Королев / График работы: полный рабочий день / О.. http://t.co/JT2sGZZtMX	0	билайн	продавец-консультант услуг билайн action от 30 000 руб . королев график работы : полный рабочий день о ..	113
"В #beeline есть услуги ""антиопределитель номера""(АОН) и ""супер определитель номера""(номер показан даже если у звонящего АОН). Шикарно.))"	0	билайн	в билайн есть услуги антиопределитель номера ( аон ) и супер определитель номера ( номер показан даже если у звонящего аон ) . шикарно . ) )	114
@okhudyakov @Beeline_RUS да, про розыгрыш миллионов не забывают напомнить, а про изменения в порядке предоставления услуг надо догадываться	0	билайн	билайн да , про розыгрыш миллионов не забывают напомнить , а про изменения в порядке предоставления услуг надо догадываться	115
Набухался сутра? Зайди в билайн!	0	билайн	набухался сутра ? зайди в билайн !	116
RT @ADok1968: как отправить бесплатные смс на билайн http://t.co/3KLTOEKCum	0	билайн	как отправить бесплатные смс на билайн	117
@hell0men Здрав-те!Уточните.пож-та,данная ситуация зависит от местоположения? Сложности в связи возникли только на Вашем номере?#билайн	0	билайн	здрав-те ! уточните . пож-та , данная ситуация зависит от местоположения ? сложности в связи возникли только на вашем билайн	118
Объединение «Киевстара» и «Вымпелкома» оценили в 24 млрд. долл.	0	билайн	объединение киевстара и билайн оценили в 24 млрд . долл .	119
@Beeline_RUS в данный момент не могу проверить ни то ни другое	0	билайн	билайн в данный момент не могу проверить ни то ни другое	120
@Sensovita попробуйте уточнить у своего оператора, как избавиться. Я писал, что у Билайна например недавно появилось что-то такое	0	билайн	попробуйте уточнить у своего оператора , как избавиться . я писал , что у билайн например недавно появилось что-то такое	121
Спасибо, милый #beeline http://t.co/jnxpj7t5eA	1	билайн	спасибо , милый билайн	122
RT @tjisnice: “@Narcyssus_: У Билайн уже 2014 год	0	билайн	у билайн уже 2014 год	123
Сегодня в #Нск открывается Ледовый городок, где #Билайн подготовил необычный подарок - скамейки примирения! http://t.co/T0Vg1rGAEL	0	билайн	сегодня в открывается ледовый городок , где билайн подготовил необычный подарок - скамейки примирения !	124
RT @Beeline_RUS: @Asdsaruss Здрав-те!Спасибо за тёплые слова.Пож-та,следите за акциями и скидками на сайте http://t.co/W5GjsMyTOI.Приятного…	0	билайн	билайн : здрав-те ! спасибо за т плые слова . пож-та , следите за акциями и скидками на сайте	125
"За год @Beeline_RUS ""честно"" спиздил 6 дней домашнего интернета, ибо в их месяце 30 дней. Жадные пидорасы! Кто-то премию получил, наверно..."	-1	билайн	за год билайн честно спиздил 6 дней домашнего интернета , ибо в их месяце 30 дней . жадные пидорасы ! кто-то премию получил , наверно ...	126
Билайн-интернет сегодня тупит по страшному (((	-1	билайн	билайн -интернет сегодня тупит по страшному ( ( (	127
@Beeline_RUS капец билайн Когда приедут ваши спецы проверить моросит инет или нет. Позовите меня. Я им симку куда то засуну. Ненавижу вас	-1	билайн	билайн капец билайн когда приедут ваши спецы проверить моросит инет или нет . позовите меня . я им симку куда то засуну . ненавижу вас	128
@okhudyakov В нашей Компании, для удобства клиентов, есть различные способы информирования. Сайт является одним из них. #билайн	0	билайн	в нашей компании , для удобства клиентов , есть различные способы информирования . сайт является одним из них . билайн	129
Только мой любимый Билайн, поздравил меня с новым годом и пожелал мне, чтобы мой новый год был замечательным. Ты настоящий друг	1	билайн	только мой любимый билайн , поздравил меня с новым годом и пожелал мне , чтобы мой новый год был замечательным . ты настоящий друг	130
@okhudyakov Добрый день!Если у Вас возникают вопросы или сложности по работе наших услуг,пож-та, напишите нам.Готовы помочь! #билайн	0	билайн	добрый день ! если у вас возникают вопросы или сложности по работе наших услуг , пож-та , напишите нам . готовы помочь ! билайн	131
@_Beeline_kz 	0	билайн	билайн	132
Какой номер на Билайн что бы продлить трафик ?	0	билайн	какой номер на билайн что бы продлить трафик ?	133
@Beeline_RUS нет.это может происходить в разных местах	0	билайн	билайн нет . это может происходить в разных местах	134
@alt_77 Ваше письмо получено и в кратчайшие сроки с Вами свяжеться наш сотрудник для решения. #билайн	0	билайн	ваше письмо получено и в кратчайшие сроки с вами свяжеться наш сотрудник для решения . билайн	135
@suhamera Здрав-те!Уточните,пож-та,какие сложности по работе связи в роуминге возникли?На данный момент ситуация продолжается? #билайн	0	билайн	здрав-те ! уточните , пож-та , какие сложности по работе связи в роуминге возникли ? на данный момент ситуация продолжается ? билайн	136
@korrka Ларе Малышевой звонил, только что, билайн-мегафон, всё ок	0	билайн	ларе малышевой звонил , только что , билайн мегафон , вс ок	137
@korrka Ларе Малышевой звонил, только что, билайн-мегафон, всё ок	0	мегафон	ларе малышевой звонил , только что , билайн мегафон , вс ок	138
@b_aisa МТС берет пример с Билайна :-D	0	билайн	мтс берет пример с билайн : - d	139
@b_aisa МТС берет пример с Билайна :-D	0	мтс	мтс берет пример с билайн : - d	140
Абонентская база корпоративных клиентов «Билайн Бизнес»... http://t.co/xOw9HV5LSJ	0	билайн	абонентская база корпоративных клиентов билайн бизнес ...	141
В «ВымпелКом» на Волге назначен новый директор по корпоративному бизнесу http://t.co/7daQLbsaky	0	билайн	в билайн на волге назначен новый директор по корпоративному бизнесу	142
Билайн сп*здил у меня номер телефона. Односторонний разрыв контракта по причине длительного неиспользования номера... http://t.co/7L1x9ga51G	-1	билайн	билайн сп здил у меня номер телефона . односторонний разрыв контракта по причине длительного неиспользования номера ...	143
