text	label	rus_entity	text_tok	textID
Речь идет о ВТБ, Банке Москвы и Россельхозбанке. Ранее в июле, когда были введены ограничения в отношении ВЭБа и Газпрома, банк России такж	0	банкмосквы	речь идет о втб , банкмосквы и россельхозбанк . ранее в июле , когда были введены ограничения в отношении вэба и газпромбанк , банк россии такж	12
"Первый канал
Visa и MasterCard продолжат работать с ВТБ, Россельхозбанком и Банком Москвы в обычном режиме

http://t.co/1rawBtQSH0."	1	банкмосквы	первый канал visa и mastercard продолжат работать с втб , россельхозбанк и банкмосквы в обычном режиме	13
Речь о ВТБ, Банке Москвы и Россельхозбанке.	0	банкмосквы	речь о втб , банкмосквы и россельхозбанк .	14
США ввели санкции против трех российских банков (Банка Москвы,ВТБ,Россельхозбанка)http://t.co/VbXphnO0E4	-1	банкмосквы	сша ввели санкции против трех российских банков ( банкмосквы втб россельхозбанк )	15
Минфин США запретил предоставлять кредиты ВТБ, Россельхозбанку и Банку Москвы на срок более 90 дней http://t.co/Wy277nQmIP #news	-1	банкмосквы	минфин сша запретил предоставлять кредиты втб , россельхозбанк и банкмосквы на срок более 90 дней	16
"#hockey Спонсор московского ""Динамо"" банк ВТБ не планирует прекращать сотрудничество http://t.co/P5nOZfEoqg #трансфер"	0	втб	спонсор московского динамо банк втб не планирует прекращать сотрудничество	17
"Спонсор московского ""Динамо"" банк ВТБ не планирует прекращать сотрудничество http://t.co/XpgSeh3p8b #хоккейные #моменты"	0	втб	спонсор московского динамо банк втб не планирует прекращать сотрудничество	18
Европейский кредитpq альфа банк донецк http://t.co/7GzPZdqGji	0	альфабанк	европейский кредит pq альфабанк банк донецк	19
Автокредит в россельхозбанке в саратове http://t.co/Pf6lzYfIoM	0	россельхозбанк	автокредит в россельхозбанк в саратове	20
Взять кредит на квартиру банк москвы http://t.co/dwFI2Y1U7K	0	банкмосквы	взять кредит на квартиру банкмосквы	21
Какие кредиты можно получить в альфа банке http://t.co/EjhzHh4Z6k	0	альфабанк	какие кредиты можно получить в альфабанк банке	22
Кредит овердрафт для юридических лиц сбербанк http://t.co/IHxqZ6H5Pc	0	сбербанк	кредит овердрафт для юридических лиц сбербанк	23
Кредит втб 24 ставрополь http://t.co/hbVudszSJR	0	втб	кредит втб ставрополь	24
Райффайзен банк москва кредит http://t.co/5KPysRrT24	0	райффайзенбанк	райффайзенбанк банк москва кредит	25
Отсрочка кредита в сбер банке http://t.co/IK1etCZgLe	0	сбербанк	отсрочка кредита в сбербанк банке	26
Как закрыть кредитную карту в альфа банке http://t.co/56YOnV6FOa	0	альфабанк	как закрыть кредитную карту в альфабанк банке	27
RT @dmitry_gordon: В Николаеве неизвестные разгромили два филиала российского банка http://t.co/Imgvbek9YQ #Сбербанк #Николаев	-1	сбербанк	в николаеве неизвестные разгромили два филиала российского банка сбербанк	28
http://t.co/wNnnZtKpD0 Получить кредит в волгограде альфабанк	0	альфабанк	получить кредит в волгограде альфабанк	29
Потребительские кредиты в альфа банке нижнего новгорода http://t.co/oxDYpKSaY2	0	альфабанк	потребительские кредиты в альфабанк банке нижнего новгорода	30
Быстро кредит от втб 24 http://t.co/lcQ6tZ7RqJ	0	втб	быстро кредит от втб	31
RT @niqyxinyxywu: Евросоюз наказал за Украину Сбербанк и еще 4 банка из РФ	-1	сбербанк	евросоюз наказал за украину сбербанк и еще 4 банка из рф	32
Кредиты банка втб 24 в оренбурге http://t.co/CQFt6OmZGi	0	втб	кредиты банка втб в оренбурге	33
Как взять кредит для организации сбербанк http://t.co/gzX9YctdbA	0	сбербанк	как взять кредит для организации сбербанк	34
Кредит автомобилей в россельхозбанке http://t.co/pbyPz7xqtE	0	россельхозбанк	кредит автомобилей в россельхозбанк	35
Банк москвы кредиты малому бизнесу http://t.co/ueQJCWXLEB	0	банкмосквы	банкмосквы кредиты малому бизнесу	36
Кредит райфайзенг банк г курск http://t.co/XJxnBtcwbO	0	райффайзенбанк	кредит райффайзенбанк курск	37
Банк втб 24 кредит в новокузнецке http://t.co/41eFQLph9l	0	втб	банк втб кредит в новокузнецке	38
Кредит на любые цели альфа банк http://t.co/q2FhpNHpPX	0	альфабанк	кредит на любые цели альфабанк банк	39
Как заплатить кредит сбербанк http://t.co/mIskC4nFrA	0	сбербанк	как заплатить кредит сбербанк	40
Кредит сбербанк росси н новгород http://t.co/9L3UWpG54n	0	сбербанк	кредит сбербанк росси н новгород	41
Потребительский кредит в газпром банке http://t.co/S0AmKGdtYV	0	газпромбанк	потребительский кредит в газпромбанк банке	42
Банк челябинской обл по автокредитам втб 24 http://t.co/rbaX4rVWUh	0	втб	банк челябинской обл по автокредитам втб	43
Ноутбук в кредит банк москвы http://t.co/0gH30RNjup	0	банкмосквы	ноутбук в кредит банкмосквы	44
Дальневосточный Сбербанк профинансирует строительство 18-этажного гостинично-развлекательного комплекса в Хабаровске	0	сбербанк	дальневосточный сбербанк профинансирует строительство 18-этажного гостинично-развлекательного комплекса в хабаровске	45
http://t.co/bFeIwLrSPx Взять кредит в втб 24 онлайн	0	втб	взять кредит в втб онлайн	46
Кредит авто сбербанк россии http://t.co/aqLnbaulBf	0	сбербанк	кредит авто сбербанк россии	47
Кредитные карты виза альфа банк новосибирск http://t.co/Z7S0mPwItR	0	альфабанк	кредитные карты виза альфабанк банк новосибирск	48
http://t.co/8ZzfsqRf7n Получить потребительский кредит в россельхозбанке	0	россельхозбанк	получить потребительский кредит в россельхозбанк	49
Райффайзенбанк екатеринбург http://t.co/AXG2VE42LX	0	райффайзенбанк	райффайзенбанк екатеринбург	50
http://t.co/YEVHuvVGA1 Взять кредит тюмень альфа банк	0	альфабанк	взять кредит тюмень альфабанк банк	51
RT @kenyon_sachio: http://t.co/c8hpLcfV9l Сбербанк начал выпуск карт на базе российской платежной системы&amp;#8230;	1	сбербанк	сбербанк начал выпуск карт на базе российской платежной системы amp	52
Банк втб 24 воронеж кредит проценты http://t.co/1dr07Ep2a1	0	втб	банк втб воронеж кредит проценты	53
Сбербанк начал выпускать карты ПРО100 по всей территории России. #Сбербанк #ПРО100 #новости  http://t.co/URhquZnxoS	0	сбербанк	сбербанк начал выпускать карты про 100 по всей территории россии . сбербанк	54
Банкоматы райффайзен банка в москве http://t.co/hc6cPthzHm	0	райффайзенбанк	банкоматы райффайзенбанк банка в москве	55
@alfa_bank еще и застраховаться, чтоб родственники в случаи чего не платили потреб )))	0	альфабанк	альфабанк еще и застраховаться , чтоб родственники в случаи чего не платили потреб ) ) )	56
RT @niqahygibulu: Сбербанк договор купли продажи ипотека http://t.co/RwynropKHK	0	сбербанк	сбербанк договор купли продажи ипотека	57
http://t.co/O8i6vnOMaR Банк втб кредиты узнать как получить кредит	0	втб	банк втб кредиты узнать как получить кредит	58
Про100 наш ответ VISA: Сбербанк начал выпускать по всей стране карты на основе российской платежной системы http://t.co/HBcsvdngSw	0	сбербанк	про 100 наш ответ visa : сбербанк начал выпускать по всей стране карты на основе российской платежной системы	59
Про100 наш ответ VISA: Сбербанк начал выпускать по всей стране карты на основе российской платежной системы http://t.co/YNiw3KoNmn	0	сбербанк	про 100 наш ответ visa : сбербанк начал выпускать по всей стране карты на основе российской платежной системы	60
Поволжский Сбербанк организовал турнир по пляжному волейболу.Он проходил 1 и 2 августа в Самаре и стал уже третьим по счету	0	сбербанк	поволжский сбербанк организовал турнир по пляжному волейболу . он проходил 1 и 2 августа в самаре и стал уже третьим по счету	61
ВТБ и Сбербанк могут вычеркнуть из индекса Лондонской биржи #мировыеновости #twitRT	-1	втб	втб и сбербанк могут вычеркнуть из индекса лондонской биржи	62
"Сбербанк приступил к выпуску банковских карт ПРО100: 
            
                Сбербанк приступил к выпуск... http://t.co/ER4dhoWbAJ"	0	сбербанк	сбербанк приступил к выпуску банковских карт про 100 : сбербанк приступил к выпуск ...	63
ВТБ и Сбербанк могут вычеркнуть из индекса Лондонской биржи #мировыеновости #twitRT	-1	сбербанк	втб и сбербанк могут вычеркнуть из индекса лондонской биржи	64
Участниками зарплатного проекта Алтайского филиала Россельхозбанка стали более 13 тысяч человек. На 1 августа 2014 года число держателей пл	0	россельхозбанк	участниками зарплатного проекта алтайского филиала россельхозбанк стали более 13 тысяч человек . на 1 августа 2014 года число держателей пл	65
Недавно стало известно, что в рамках секторальных санкций ЕС под ограничения попали 5 банков России - Сбербанк, ВТБ, Газпромбанк, ВЭБ и Рос	-1	газпромбанк	недавно стало известно , что в рамках секторальных санкций ес под ограничения попали 5 банков россии - сбербанк , втб , газпромбанк , вэб и рос	66
Недавно стало известно, что в рамках секторальных санкций ЕС под ограничения попали 5 банков России - Сбербанк, ВТБ, Газпромбанк, ВЭБ и Рос	-1	втб	недавно стало известно , что в рамках секторальных санкций ес под ограничения попали 5 банков россии - сбербанк , втб , газпромбанк , вэб и рос	67
Недавно стало известно, что в рамках секторальных санкций ЕС под ограничения попали 5 банков России - Сбербанк, ВТБ, Газпромбанк, ВЭБ и Рос	-1	сбербанк	недавно стало известно , что в рамках секторальных санкций ес под ограничения попали 5 банков россии - сбербанк , втб , газпромбанк , вэб и рос	68
http://t.co/f6waWGT3VY Череповец банк втб 24 оформить кредит наличными	0	втб	череповец банк втб оформить кредит наличными	69
http://t.co/9IXdUu1AJv Тем как взять кредит в россельхозбанке	0	россельхозбанк	тем как взять кредит в россельхозбанк	70
#Новости: Сбербанк начал выпуск банковских карт с опциями УЭК http://t.co/RT30sbolED	1	сбербанк	сбербанк начал выпуск банковских карт с опциями уэк	71
http://t.co/roPnMWgrkm Как взять кредит в втб 24 в новокузнецке	0	втб	как взять кредит в втб в новокузнецке	72
FTSE из-за санкций может исключить ВТБ и Сбербанк из своих индексов	-1	втб	ftse из-за санкций может исключить втб и сбербанк из своих индексов	73
RT @lvanHoope: Сбербанк застрахует имущество на полтриллиона рублей	0	сбербанк	сбербанк застрахует имущество на полтриллиона рублей	74
Россельхозбанк открыл в Самаре Центр ипотечного кредитования	0	россельхозбанк	россельхозбанк открыл в самаре центр ипотечного кредитования	75
Уже не первый раз слышу негатив про райфазен. Они нормальный были, а потом часть ушли в ВТБ 24 и они испортились. Ужасно конечно	-1	райффайзенбанк	уже не первый раз слышу негатив про райффайзенбанк . они нормальный были , а потом часть ушли в втб и они испортились . ужасно конечно	76
Иоффе: ВТБ 24 не ощутил последствий санкций США	1	втб	иоффе : втб не ощутил последствий санкций сша	77
Ставки по кредитам сбер банка http://t.co/FYgUivk3hC	0	сбербанк	ставки по кредитам сбербанк банка	78
http://t.co/MyuFBbqXQ8 Как взять потребительский кредит в альфа банке	0	альфабанк	как взять потребительский кредит в альфабанк банке	79
Санкт петербург сбербанк кредиты физическим лицам http://t.co/eSw0bRivo8	0	сбербанк	санкт петербург сбербанк кредиты физическим лицам	80
общая характеристика оао сбербанк россии http://t.co/TCcDdu1x9y	0	сбербанк	общая характеристика оао сбербанк россии	81
RT @tewiboqylog: http://t.co/n5R2exbl54 Сбербанк начал выпуск карт на российской платежной системе ПРО100	0	сбербанк	сбербанк начал выпуск карт на российской платежной системе про 100	82
Банк Москвы предоставит Приморью кредит в 1,5 млрд руб. на покупку воздушных судов	0	банкмосквы	банкмосквы предоставит приморью кредит в 1,5 млрд руб . на покупку воздушных судов	83
RT @penlicaha: Сбербанк и ВТБ пополнили санкционный список Евросоюза	-1	втб	сбербанк и втб пополнили санкционный список евросоюза	84
RT @penlicaha: Сбербанк и ВТБ пополнили санкционный список Евросоюза	-1	сбербанк	сбербанк и втб пополнили санкционный список евросоюза	85
Сенсация! Автокредит Сбербанк Рассчитать - Кредитный Калькулятор Сбербанка Рассчитать http://t.co/00KEAje4YW	0	сбербанк	сенсация ! автокредит сбербанк рассчитать - кредитный калькулятор сбербанк рассчитать	86
В этом году автокредитование в ВТБ 24 упало на 46% по сравнению с прошлым годом. За полгода банк выдал 2,6 млрд рублей на покупку автомобил	0	втб	в этом году автокредитование в втб упало на 46 по сравнению с прошлым годом . за полгода банк выдал 2,6 млрд рублей на покупку автомобил	87
#news Сбербанк начал выпуск карт ПРО100 по всей России #читаю #ru_ff #seo	0	сбербанк	сбербанк начал выпуск карт про 100 по всей россии	88
"Зачем #билайн украл логотип у #сбербанк ???) @ ТРЦ ""Фантастика"" http://t.co/RgUfhBavJ0"	0	сбербанк	зачем украл логотип у сбербанк ??? ) трц фантастика	89
RT @eubvyelka: Сбербанк России - 170 лет на рынке очередей!	-1	сбербанк	сбербанк россии - 170 лет на рынке очередей !	90
"RT @ru_hockey: Спонсор московского ""Динамо"" банк ВТБ не планирует прекращать сотрудничество http://t.co/D7h4wO3JpT #hockey"	0	втб	спонсор московского динамо банк втб не планирует прекращать сотрудничество	91
http://t.co/5ZShjQZ2ym Получить кредитную карту в альфа банке	0	альфабанк	получить кредитную карту в альфабанк банке	92
RT @sberbank: Сбербанк начал выпуск карт платежной системы «Универсальная электронная карта» (ПРО100) по всей России. Подробнее http://t.co…	0	сбербанк	сбербанк : сбербанк начал выпуск карт платежной системы универсальная электронная карта ( про 100 ) по всей россии . подробнее	93
#новости Северо-Западный Сбербанк увеличил ипотечный портфель: Северо-Западный банк ... http://t.co/sDEqvRmR18 #недвижимость	0	сбербанк	северо-западный сбербанк увеличил ипотечный портфель : северо-западный банк ...	94
#новости Северо-Западный Сбербанк увеличил ипотечный портфель: Северо-Западный банк ... http://t.co/7zuWsEYA4K #недвижимость	0	сбербанк	северо-западный сбербанк увеличил ипотечный портфель : северо-западный банк ...	95
#квартира Северо-Западный Сбербанк увеличил ипотечный портфель: Северо-Западный банк Сбербанк ув... http://t.co/D1G124aLiM #следуй	0	сбербанк	северо-западный сбербанк увеличил ипотечный портфель : северо-западный банк сбербанк ув ...	96
@alfa_bank их я кое-как решил. Я имел ввиду в будущем. Но с таким обслуживанием наврятли. Даже #офиса нету, а кредиты выдаёте.	-1	альфабанк	альфабанк их я кое-как решил . я имел ввиду в будущем . но с таким обслуживанием наврятли . даже нету , а кредиты выдаете .	97
Райффайзенбанк аккредитовал жилой комплекс «ЛИНКОР» от ГК «КВС»: Жилой комплекс представляет собой шесть корпу... http://t.co/H6Qdl9dVB3	0	райффайзенбанк	райффайзенбанк аккредитовал жилой комплекс линкор от гк квс : жилой комплекс представляет собой шесть корпу ...	98
Кредит по двум документам в райффайзенбанке http://t.co/vutYnDhuRz	0	райффайзенбанк	кредит по двум документам в райффайзенбанк	99
RT @miqunotosupy: Сбербанк начал выпуск карт на базе российской платежной системы ПРО100	0	сбербанк	сбербанк начал выпуск карт на базе российской платежной системы про 100	100
http://t.co/43vN0iepcV Газпромбанк взять кредит тула	0	газпромбанк	газпромбанк взять кредит тула	101
Банк втб 24 кредиты какие документы http://t.co/vRRdrgZ20z	0	втб	банк втб кредиты какие документы	102
@zaymigoru брал у вас в Zaymigo займ. Но сбер затупил с займом на пол дня. А так все норм.	-1	сбербанк	брал у вас в zaymigo займ . но сбербанк затупил с займом на пол дня . а так все норм .	103
Кредит жилье сбербанк льготы http://t.co/uRB05lECsR	0	сбербанк	кредит жилье сбербанк льготы	104
Однако, опыт тот мне еще долго помогал. Как будто в сбербанк на книжку деньги положил я. Долго потом за счет накоплений жил.	1	сбербанк	однако , опыт тот мне еще долго помогал . как будто в сбербанк на книжку деньги положил я . долго потом за счет накоплений жил .	105
RT @valeriaromanov2: Сбербанк допустил возможность повышения ставок по вкладам: Зампред правления Сбербанка Александр Торбахов не исключил …	1	сбербанк	сбербанк допустил возможность повышения ставок по вкладам : зампред правления сбербанк александр торбахов не исключил	106
RT @molodost__bz: #news Сбербанк допустил возможность повышения ставок по вкладам	1	сбербанк	сбербанк допустил возможность повышения ставок по вкладам	107
Отзывы о кредите в альфа банке http://t.co/1X59VYJI6r	0	альфабанк	отзывы о кредите в альфабанк банке	108
Льготный кредит на авто сбербанк http://t.co/uWSVVEiliz	0	сбербанк	льготный кредит на авто сбербанк	109
@R_Zlata Сбербанк допустил возможность повышения ставок по вкладам: Зампре... http://t.co/l1KruUCUK4 #Взаимныйфолловинг	1	сбербанк	сбербанк допустил возможность повышения ставок по вкладам : зампре ...	110
И вообще, нисколько не удивлен, что @sberbank под санкциями ЕС. Скромнее надо быть, тоже мне революционеры, захотевшие этот мир перевернуть.	-1	сбербанк	и вообще , нисколько не удивлен , что сбербанк под санкциями ес . скромнее надо быть , тоже мне революционеры , захотевшие этот мир перевернуть .	111
УрБК, Москва, 06.08.2014. Сбербанк не исключает роста ставок по кредитам в связи с ростом стоимости денег на рынке. Об этом заявил заместит	0	сбербанк	урбк , москва , 06.08.2014 . сбербанк не исключает роста ставок по кредитам в связи с ростом стоимости денег на рынке . об этом заявил заместит	112
Кредитные карты альфа банка для физических лиц http://t.co/ihONAMr2zI	0	альфабанк	кредитные карты альфабанк банка для физических лиц	113
RT @togifusolopa: http://t.co/2tOdG39GOL Сбербанк начал выпуск карт на базе российской платежной системы&amp;#8230;	1	сбербанк	сбербанк начал выпуск карт на базе российской платежной системы amp	114
За два года число активных пользователей интернет-банка Сбербанк Онлайн в Байкальском банке Сбербанка выросло в два раза. Только за текущий	1	сбербанк	за два года число активных пользователей интернет-банка сбербанк онлайн в байкальском банке сбербанк выросло в два раза . только за текущий	115
MSCI может исключить Сбербанк из индексов	-1	сбербанк	msci может исключить сбербанк из индексов	116
@bm_twit мне предлагают кредитную карту с особыми условиями (у меня ваша зарплатная карта), просила условия на почту.	0	банкмосквы	банкмосквы мне предлагают кредитную карту с особыми условиями ( у меня ваша зарплатная карта ) , просила условия на почту .	117
RT @AppolonGod1980: Предварительный договор купли продажи земельного участка сбербанк http://t.co/cPWb7BEfsf	0	сбербанк	предварительный договор купли продажи земельного участка сбербанк	118
Процентная ставка по кредиту сбербанк http://t.co/WPH5cdl55F	0	сбербанк	процентная ставка по кредиту сбербанк	119
Диаграмма ипотечного кредита газпромбанка http://t.co/AupE0ymb69	0	газпромбанк	диаграмма ипотечного кредита газпромбанк	120
Кредиты наличными на малый бизнес сбербанк http://t.co/YAYEi6R85t	0	сбербанк	кредиты наличными на малый бизнес сбербанк	121
Формула расчета кредита втб 24 http://t.co/PecsStnk2k	0	втб	формула расчета кредита втб	122
"Банк Альфа Банк Челябинский Филиал | Рейтинговое агентство ""Русские Банки"" - банки, терминалы, креди http://t.co/0yMaKBkRgq"	0	альфабанк	банк альфабанк банк челябинский филиал рейтинговое агентство русские банки - банки , терминалы , креди	123
Россельхозбанк провел в Краснодаре «Открытый диалог» с предпринимателями.15 ноября ОАО &amp;laquo;Россельхозбанк&amp;raquo; провел в Краснодаре &amp;la	0	россельхозбанк	россельхозбанк провел в краснодаре открытый диалог с предпринимателями . 15 ноября оао россельхозбанк amp raquo провел в краснодаре amp la	124
Доля Сбербанка на рынке привлеченных средств населения достигла 46,3%: Сбербанк подвел итоги работы своего розничного...  #финансы	0	сбербанк	доля сбербанк на рынке привлеченных средств населения достигла 46,3 : сбербанк подвел итоги работы своего розничного ...	125
Кредиты банка втб 24 г волгограда http://t.co/v6IMOEgqQg	0	втб	кредиты банка втб г волгограда	126
Калининград сбербанк ипотечное кредитование http://t.co/BCT05Vy6r9	0	сбербанк	калининград сбербанк ипотечное кредитование	127
RT @Segozavr: Сбербанк не исключает роста ставок по кредитам в связи с ростом стоимости денег на рынке http://t.co/nf2I2Vc2iF	-1	сбербанк	сбербанк не исключает роста ставок по кредитам в связи с ростом стоимости денег на рынке	128
http://t.co/in0GL45yhF Взять кредит в райфайзен банкаваль	0	райффайзенбанк	взять кредит в райффайзенбанк банкаваль	129
Кредит под залог квартиры сбербанк http://t.co/y2bhKYV4QK	0	сбербанк	кредит под залог квартиры сбербанк	130
Кредитные карты сбербанк москва http://t.co/ESO9HxY097	0	сбербанк	кредитные карты сбербанк москва	131
"RT @ru_rbc: ВТБ 24 ответил на санкции США приостановкой приема консульского сбора за американские визы
http://t.co/jPWXwF3niS"	-1	втб	втб ответил на санкции сша приостановкой приема консульского сбора за американские визы	132
Оренбург кредит потребительский сбербанк http://t.co/gdr04MKUa8	0	сбербанк	оренбург кредит потребительский сбербанк	133
RT @Fyodorrrrr: “@ru_rbc: ВТБ 24 ответил на санкции США приостановкой приема консульского сбора за американские визы” Америка от этого не о…	-1	втб	втб ответил на санкции сша приостановкой приема консульского сбора за американские визы америка от этого не о	134
Банк уралсиб новосибирск потребительский кредит http://t.co/ztlcrIQUZM	0	уралсиб	банк уралсиб новосибирск потребительский кредит	135
RT @EduardBagirov: Сбербанк по-прежнему уверенно держит планку самой поганой и омерзительной говноконторы страны. Никогда не было у них мое…	-1	сбербанк	сбербанк по-прежнему уверенно держит планку самой поганой и омерзительной говноконторы страны . никогда не было у них мое	136
Банк москвы кредиты ноябрь http://t.co/VT0IvLj7vB	0	банкмосквы	банкмосквы кредиты ноябрь	137
С 4 августа банк ВТБ 24 приостановил прием консульского сбора за визу США. Об этом РБК сообщил представитель колл-центра банка. «Через наш	-1	втб	с 4 августа банк втб приостановил прием консульского сбора за визу сша . об этом рбк сообщил представитель колл-центра банка . через наш	138
Пришёл в Альфабанк, а тут одни хипстеры.	-1	альфабанк	пришел в альфабанк , а тут одни хипстеры .	139
Кредит одобренный сбер банк рф http://t.co/KT3wogsqgx	0	сбербанк	кредит одобренный сбербанк	140
завтра утром в райфайзен. ой ё. удачи мне	0	райффайзенбанк	завтра утром в райффайзенбанк . ой е . удачи мне	141
Райфайзен банк кредиты санкт петербург http://t.co/PK82m3FSmK	0	райффайзенбанк	райффайзенбанк банк кредиты санкт петербург	142
Потребительский кредит в втб 24 спб http://t.co/d1NGWEUYXz	0	втб	потребительский кредит в втб спб	143
MSCI намерен исключить Сбербанк из своих индексов	-1	сбербанк	msci намерен исключить сбербанк из своих индексов	144
Новые проценты по кредитам сбербанк http://t.co/IkdZWIj0OT	0	сбербанк	новые проценты по кредитам сбербанк	145
Сбербанк допустил повышение ставок по кредитам: Сбербанк может повысить ставки по кредитам из-за проблем с при... http://t.co/Oe1CB3fBDX	-1	сбербанк	сбербанк допустил повышение ставок по кредитам : сбербанк может повысить ставки по кредитам из-за проблем с при ...	146
До кредитный центр таганский втб 24 http://t.co/Tz93TCGrEU	0	втб	до кредитный центр таганский втб	147
RT @Zhekan_ukrop: Пытаются выровнять Сбербанк http://t.co/ws8cwKCdXc	0	сбербанк	пытаются выровнять сбербанк	148
http://t.co/BJj58lIdKR Получить небольшой кредит в райффайзен банке	0	райффайзенбанк	получить небольшой кредит в райффайзенбанк банке	149
Теперь мне ехать в альфа банк.	0	альфабанк	теперь мне ехать в альфабанк банк .	150
Карельский филиал Россельхозбанка подвел итоги работы в 1 полугодии 2014 года http://t.co/7oXcUQrLWw	0	россельхозбанк	карельский филиал россельхозбанк подвел итоги работы в 1 полугодии 2014 года	151
Кредит сбербанк россии в москве http://t.co/k04SlkWYlm	0	сбербанк	кредит сбербанк россии в москве	152
Кто брал автокредит в райффайзенбанке http://t.co/tSRhYwdSHD	0	райффайзенбанк	кто брал автокредит в райффайзенбанк	153
Авто кредит в тоьятти сбербанк http://t.co/6IZXNqOW8l	0	сбербанк	авто кредит в тоьятти сбербанк	154
Документы кредит бизнес сбербанк http://t.co/75FAeNaLxN	0	сбербанк	документы кредит бизнес сбербанк	155
Ставки по автокредиту райффайзенбанк http://t.co/Ctmjx7uxCD	0	райффайзенбанк	ставки по автокредиту райффайзенбанк	156
Процентный ставки по кредитам сбербанк http://t.co/CAh55CZ6rW	0	сбербанк	процентный ставки по кредитам сбербанк	157
