id	sentence	label	tonal_word	textID
1163	надоел домашний интернет от location - 1 . обманом заключили второй договор на маму , обещая бесплатно увеличить скорость .	отрицательно	мтс	1164
1164	location - 1 коннект 3 g cdma 450 для windows 7	нейтрально	мтс	1165
1165	родители , подключили тлф , инет , телик от location - 1 , а до этого был дом . ру , и кароч они поменяли пороль от вай-файки и мне не говорят ( ( ( (	нейтрально	мтс	1166
1166	отлично ! ( офис location - 1 на сивкова )	положительно	мтс	1167
1167	для проведения проверки , пожалуйста , укажите номер для связи с вами . кн location - 1	нейтрально	мтс	1168
1168	жена стала часто получать смски от location - 1 ... я бы и внимания не обратил , но свою новую любовницу я записал как билайн .	нейтрально	мтс	1169
1169	жена стала часто получать смски от мтс ... я бы и внимания не обратил , но свою новую любовницу я записал как location - 1 .	нейтрально	билайн	1170
116	location - 1 интернет , пинг в левом нижнем углу , даже dial-up в свое время такого не выдавал , позорище	отрицательно	билайн	117
1170	подарок location - 1 для зрителей первого канала : новый год без пугачевой и галкина .	положительно	мтс	1171
1171	у папы вообще 3 симки мтс location - 1 мегафон	нейтрально	билайн	1172
1172	location - 1 прекратит продажи контрактов и прием платежей через евросеть	отрицательно	мтс	1173
1173	location - 1 переведет 40 капитала в гонконгские доллары	нейтрально	мегафон	1174
1174	в день города липецка location - 1 порадовала любителей путешествий	нейтрально	теледва	1175
1175	требуется продавец-консультант в салон location - 1 : в твоих руках - отличная возможность построить блестящую карье ...	нейтрально	мегафон	1176
1176	оператор location - 1 , подконтрольный близкому к кремлю миллиардеру алишеру усманову , решил перевести часть оборотного капитала в гонконгские	нейтрально	мегафон	1177
1177	location - 1 перевел активы в гонконгские доллары и рубли : компания location - 1 перевела часть своих запасов ликвидно ...	нейтрально	мегафон	1178
1178	уже сегодня у меня должен заработать location - 1 ... но пока безрезультатно	отрицательно	мегафон	1179
1179	location - 1 еще лучше ) )	положительно	билайн	1180
117	инфа из location - 1 , на следующей неделе в смоленске будет 4 g : ) )	положительно	мтс	118
1180	location - 1 и норникель переводят средства в гонконгский доллар	нейтрально	мегафон	1181
1181	dir-300 прошивка location - 1 как настроить wi-fi	нейтрально	билайн	1182
1182	у папы вообще 3 симки location - 1 билайн мегафон	нейтрально	мтс	1183
1183	также широко представлена в сети информация , освящающая тарифы location - 1 по москве и прочие разновидности рекламных акций .	нейтрально	билайн	1184
1184	из рекламы location - 1 : звоните любимым - они на 20 дешевле !	нейтрально	мтс	1185
1185	location - 1 , location - 1 , ты скажи , да всю правду расскажи , когда же будет связь в п . витязь	отрицательно	мегафон	1186
1186	location - 1 и норникель перевели средства в гонконгский доллар	нейтрально	мегафон	1187
1187	у меня из номера политически правильный вид ) location - 1 ibis	нейтрально	ростелеком	1188
1188	вакансия продавец-консультант location - 1 , з п : от 23000 руб . до 45000 руб .	нейтрально	мтс	1189
1189	- операторы location - 1 , а вы за что деньги на счету снимаете ? - да прост ) ) ) ) 0 ) )	отрицательно	билайн	1190
118	бесплановый location - 1	нейтрально	билайн	119
1190	компания location - 1 перевела часть своих запасов ликвидности в гонконгские доллары после введения санкций против россии со стороны сша и	нейтрально	мегафон	1191
1191	у папы вообще 3 симки мтс билайн location - 1	нейтрально	мегафон	1192
1192	location - 1 отказывается от долларов сша	нейтрально	мегафон	1193
1193	на месяц мне не хватило 450 минут от location - 1 . легкий шок )	отрицательно	мегафон	1194
1194	location - 1 -украина предлагает бесплатный час в соцсетях	положительно	мтс	1195
1195	что вчера творилось с location - 1 ? я не могла никому дозвонится ...	отрицательно	мтс	1196
1196	хочу такую же любовь , как в рекламе location - 1 ...	положительно	мегафон	1197
1197	location - 1 -украина предлагает бесплатный час в соцсетях	положительно	мтс	1198
1198	location - 1 -украина предлагает бесплатный час в соцсетях	положительно	мтс	1199
1199	факин фак только вчера мне закинули деньги на location - 1 , а утром уже их нет .	отрицательно	мтс	1200
119	location - 1 уходил в билайн , предложили остаться , обещали скидку 20 , остался , скидок нет , надурил location - 1 ? а ведь старый клиент !	отрицательно	мегафон	120
11	частный сектор между гор . ор и маг . донбасс : location - 1 ловит периодически , смс доходят . телефон на 58 работает . света нет , вода и газ есть	положительно	мтс	12
1200	с сегодняшнего дня начал действовать скандальный закон о блогерах location - 1	нейтрально	мегафон	1201
1201	буквально вчера жаловалась на то , что мне location - 1 не пишет .	нейтрально	мтс	1202
1202	location - 1 тв представляет специальную подписку amedia premium hd оао location - 1 ( бренд location - 1 ) открывает	нейтрально	билайн	1203
1203	location - 1 , ты долбаеб ? зачем ты мне подключил безлимитный мобильный интернет ? я не просила .	отрицательно	билайн	1204
1204	location - 1 открывает новый офис продаж в туле	положительно	билайн	1205
1205	location - 1 вновь делает смартфоны доступными	положительно	билайн	1206
1206	location - 1 может выплатить дивиденды в размере 6,2 рубля на акцию	нейтрально	мтс	1207
1207	location - 1 поднял цены на интернет-роуминг вдвое	отрицательно	мегафон	1208
1208	location - 1 что за хрень ? почему в одностороннем порядке меняются условия договора ? это неуважение к клиентам !	отрицательно	билайн	1209
1209	location - 1 location - 1 простите , а что это за говно сегодня ?	отрицательно	мегафон	1210
120	мегафон уходил в location - 1 , предложили остаться , обещали скидку 20 , остался , скидок нет , надурил мегафон ? а ведь старый клиент !	нейтрально	билайн	121
1210	совет директоров мобильного оператора location - 1 рекомендовал акционерам принять решение о выплате промежуточных дивидендов в размере 6,2 ру ...	нейтрально	мтс	1211
1211	location - 1 станет партнером праздничных мероприятий дня города чебоксары	нейтрально	ростелеком	1212
1212	location - 1 может направить 12,8 млрд руб . на промежуточные дивиденды	нейтрально	мтс	1213
1213	ведомости : создание сп ростелеком и location - 1 задерживается	нейтрально	теледва	1214
1214	location - 1 отказывается от долларов сша	нейтрально	мегафон	1215
1215	инет только включили , а у меня уже -220 мб , ну ты location - 1 . уз обдирала ! ! !	отрицательно	билайн	1216
1216	location - 1 и норникель перевели средства в гонконгский доллар location - 1 конвертировал около 40 депозитов , хранившихся в долларах	нейтрально	мегафон	1217
1217	приносим извинения за доставленные неудобства . по вопросам обслуживания в вашем филиале обращайтесь к location - 1	нейтрально	мегафон	1218
1218	location - 1 обеспечил вгтрк услугой защиты от ddos-атак	положительно	ростелеком	1219
1219	узбекистан и location - 1 подписали мировое соглашение : 49,99 получит государство - мировое соглашение предусматривает ...	положительно	мтс	1220
121	location - 1 обожаю тебя ! ! ! ! у меня премиум в до завтра ! !	положительно	билайн	122
1220	ведомости : создание сп location - 1 и теледва задерживается	нейтрально	ростелеком	1221
